,squareMeters,numberOfRooms,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price,category,PoolAndYard
920,65611,sixty-one,23,88748,9,9,1999,True,False,5046,6181,963,False,7,6563935.9,Basic,has pool and no yard
921,16067,four,26,51833,6,7,2007,True,False,8041,6466,943,True,7,1610057.7,Basic,no pool and has yard
922,57970,two,53,59184,5,6,2013,False,False,2019,7550,512,True,5,5811905.3,Basic,has pool and has yard
923,50373,thirty-eight,53,3519,8,3,2003,False,True,1500,8923,352,False,3,5043556.3,Basic,has pool and no yard
924,12079,sixty-six,70,60660,6,8,2020,True,False,3094,4275,512,True,9,1213149.0,Luxury,has pool and has yard
925,36670,twelve,54,81486,1,9,2003,True,True,7937,1759,346,False,2,3676149.3,Basic,has pool and no yard
926,2122,eighty-nine,67,80189,10,9,2000,False,True,3154,9873,698,True,8,219749.0,Basic,no pool and has yard
927,88458,five,36,25549,5,8,2012,False,True,7119,1754,299,False,9,8853221.2,Basic,has pool and no yard
928,70603,thirty-five,42,21908,8,1,2012,False,False,2976,8011,324,False,7,7065124.2,Basic,no pool and has yard
929,70091,sixty-two,86,37015,2,6,2009,True,False,1786,8181,733,False,8,7019102.9,Luxury,has pool and has yard
930,3886,eighty-six,35,37090,2,5,2021,True,False,4865,2447,808,True,4,398355.1,Luxury,has pool and has yard
931,64932,thirty-eight,42,35842,1,9,2016,True,True,4507,9312,889,False,4,6496287.6,Basic,no pool and no yard
932,4434,seventy-nine,29,8718,2,2,2009,True,True,9010,7484,958,False,5,453660.9,Luxury,has pool and has yard
933,79441,fifty-four,84,84220,10,4,2011,False,True,1381,5879,405,False,3,7949525.1,Basic,no pool and has yard
934,53077,eighty-four,92,83232,4,2,2012,False,False,5494,208,110,False,0,5317242.2,Basic,no pool and has yard
935,91526,sixty-three,3,92415,7,2,2008,True,False,9724,5828,874,False,0,9154926.8,Basic,has pool and no yard
936,91334,fifty-four,97,79832,9,4,1997,False,True,1841,5309,768,False,3,9142863.7,Basic,no pool and has yard
937,38674,seventy-nine,97,49531,4,3,2015,True,False,2129,6397,990,True,5,3881695.5,Luxury,has pool and has yard
938,83033,thirty-six,75,75420,1,9,2006,True,True,5037,9511,164,False,5,8313113.6,Basic,no pool and has yard
939,76692,forty-two,28,24738,1,10,1997,False,False,6830,8589,208,True,1,7673297.7,Basic,no pool and has yard
940,9468,three,18,84321,10,3,1996,True,False,4330,4183,317,True,7,952050.6,Basic,has pool and no yard
941,1347,forty-five,39,52035,7,7,1998,False,False,3579,9146,714,False,7,142485.8,Basic,has pool and has yard
942,74970,sixty,82,91777,2,5,2000,False,True,1897,545,869,False,10,7509123.0,Basic,has pool and has yard
943,87957,fifty-six,46,75631,2,9,2014,True,False,1335,6810,128,True,6,8800891.4,Basic,has pool and no yard
944,31560,seventy-four,17,88534,10,10,2004,False,False,8088,3684,499,True,2,3159643.4,Basic,no pool and has yard
945,23804,fifty-eight,39,80200,1,1,2008,True,True,3709,618,295,True,5,2386532.8,Basic,has pool and no yard
946,21765,seventy-nine,35,98079,4,10,1990,True,False,5287,6084,442,False,0,2184139.0,Luxury,has pool and has yard
947,11192,eighteen,100,80973,8,10,2005,False,False,7138,2283,824,True,9,1129884.5,Basic,has pool and has yard
948,91569,seventy-four,40,59784,1,10,1996,False,True,6609,2097,514,True,2,9166813.6,Basic,has pool and has yard
949,23554,sixty-nine,31,18992,3,3,1990,True,False,1667,5086,354,True,10,2365037.0,Luxury,has pool and has yard
950,95444,ten,10,95204,1,5,1992,False,True,711,4650,513,True,4,9547388.2,Basic,has pool and no yard
951,35447,ninety-four,57,66046,8,5,2017,False,True,52,1540,437,True,5,3550859.7,Basic,no pool and no yard
952,87502,thirty-two,89,59722,6,9,2009,True,False,2759,8599,973,False,3,8761066.9,Basic,has pool and no yard
953,56188,thirty-one,56,11214,1,1,2018,True,True,29,9195,316,False,9,5627165.8,Luxury,has pool and has yard
954,58234,twenty-two,9,88730,3,9,2005,False,False,7746,7144,445,True,5,5826681.5,Basic,has pool and no yard
955,11130,seventy-seven,98,56168,8,2,2021,True,True,353,3205,939,False,5,1123958.1,Luxury,has pool and has yard
956,84920,twenty,67,9914,4,7,2008,True,True,9599,8143,164,True,3,8498090.8,Luxury,has pool and has yard
957,52593,seven,24,4624,9,6,1997,True,False,4272,901,643,False,0,5266675.7,Basic,has pool and no yard
958,71830,eighty-four,94,49715,10,5,2010,False,True,9393,5627,771,True,6,7198524.0,Basic,has pool and has yard
959,60443,twenty-seven,29,75789,9,5,2020,False,True,6197,2105,663,True,5,6050123.0,Basic,no pool and has yard
960,87140,eighty-nine,35,95671,1,4,2021,False,False,9405,3167,759,True,5,8719038.1,Basic,no pool and has yard
961,20466,fifty-four,17,27952,9,8,1992,True,False,2320,6673,540,True,8,2050714.2,Basic,has pool and no yard
962,98983,twenty-eight,94,87042,4,4,1995,True,True,1094,1148,458,False,6,9907159.5,Basic,no pool and has yard
963,97600,ninety-two,60,25026,7,7,2004,False,False,7030,7874,903,False,1,9766250.4,Basic,no pool and no yard
964,84478,fifty-four,85,94529,9,7,2002,True,False,3963,2556,916,True,5,8455893.2,Basic,has pool and no yard
965,94293,two,63,75139,6,5,2014,True,True,7991,9703,190,False,3,9434658.4,Basic,no pool and has yard
966,79363,sixty-three,21,23353,5,9,2020,False,True,3943,1806,665,False,7,7939687.0,Basic,has pool and no yard
967,82102,thirty-four,13,7782,2,9,2006,False,False,6721,2664,413,False,10,8212467.6,Basic,no pool and has yard
968,68916,nineteen,13,90143,4,3,2013,True,False,6851,8618,487,True,7,6893475.3,Basic,no pool and no yard
969,79078,sixty,90,38332,10,3,1998,True,True,2568,9132,746,True,9,7911742.8,Basic,no pool and has yard
970,78304,one hundred,82,68157,3,4,2010,False,True,9182,3657,766,False,6,7838249.0,Basic,no pool and no yard
971,16318,seven,66,60177,1,3,2018,True,True,9700,5666,201,True,4,1641389.8,Basic,no pool and has yard
972,32263,seventy-six,92,27952,8,1,2018,True,True,8164,3706,348,False,3,3235937.8,Basic,has pool and no yard
973,95800,thirty-four,20,34604,7,8,2021,False,False,2299,3031,141,True,0,9585132.1,Basic,no pool and has yard
974,26659,eighteen,88,78689,10,8,1990,False,True,2832,9254,378,False,2,2677314.0,Basic,has pool and has yard
975,74995,ninety-four,57,65876,7,5,2021,False,True,6677,2068,185,True,3,7505553.1,Basic,no pool and no yard
976,18399,eighty-eight,1,70170,4,3,2000,False,False,5416,6803,222,False,8,1841652.0,Basic,has pool and no yard
977,14099,eighty-eight,4,94875,9,4,2019,False,False,5603,4091,417,True,10,1417841.9,Basic,has pool and has yard
978,59805,forty-five,74,16122,2,10,2001,False,True,173,3239,541,False,9,5986841.1,Basic,no pool and has yard
979,83388,ninety-seven,72,45858,1,4,2016,False,True,1288,9902,533,False,0,8339971.6,Basic,no pool and no yard
980,34049,ten,79,26771,7,5,2002,False,False,9959,5921,882,True,7,3413350.2,Basic,no pool and no yard
981,80863,fifty-seven,31,98619,9,3,2013,False,True,7372,7703,575,False,5,8089383.3,Basic,no pool and no yard
982,48854,seventy-nine,83,42705,7,9,2002,True,False,4607,7445,859,True,10,4890551.2,Basic,no pool and has yard
983,93002,fifty-three,52,65917,4,2,1992,True,True,7998,9106,962,True,9,9302663.2,Basic,no pool and no yard
984,68895,fifty,2,24554,6,3,1995,False,True,8116,5357,626,True,6,6891689.5,Basic,has pool and no yard
985,50058,seventy-two,96,45126,10,2,2005,False,True,8185,2407,956,True,0,5009004.5,Basic,no pool and no yard
986,93342,seven,41,54075,3,1,2020,False,True,7803,5565,161,False,7,9340733.0,Basic,no pool and has yard
987,87586,forty-one,4,42095,5,3,1997,False,True,7412,7791,988,False,5,8759529.7,Basic,no pool and no yard
988,59564,sixty-two,17,72033,1,3,2000,False,True,705,6703,515,True,1,5962905.0,Basic,has pool and has yard
989,94512,eighty-nine,39,15527,8,1,2002,False,True,3981,4739,694,False,2,9457140.2,Basic,no pool and has yard
990,35145,forty-four,8,17127,3,2,2008,True,False,6162,4839,506,False,7,3515730.8,Basic,no pool and no yard
991,36050,fifty-six,90,33708,6,8,1991,True,False,2791,7707,217,True,1,3611909.1,Basic,no pool and no yard
992,69630,seventy,76,87049,10,1,1999,False,False,8174,5754,137,True,9,6973784.9,Basic,has pool and has yard
993,7019,thirty-three,99,82546,6,4,2008,False,False,2653,8935,934,False,5,705568.8,Basic,no pool and no yard
994,3633,eleven,32,68732,3,1,1992,False,False,5900,3735,375,False,5,375162.2,Basic,has pool and has yard
995,17193,eighteen,72,88316,9,4,2018,True,True,4118,1381,774,False,5,1724888.8,Basic,has pool and no yard
996,72730,fifty-eight,38,37518,2,10,1993,True,False,9441,9775,854,True,0,7276501.3,Basic,no pool and no yard
997,50152,thirty-nine,70,1849,10,7,2015,False,True,7389,968,413,False,2,5018454.5,Basic,no pool and has yard
998,88898,fifty-three,52,71476,9,6,2018,False,False,9679,9017,220,True,5,8902046.8,Basic,has pool and has yard
999,48819,seventy-five,90,29459,2,2,2005,False,False,2051,490,317,False,2,4887042.5,Basic,no pool and has yard
1000,92649,thirty-one,77,56098,10,8,1991,True,True,6811,2656,429,True,8,9271774.1,Basic,no pool and no yard
1001,42485,one,40,23782,7,7,2017,False,True,974,9553,426,False,3,4251851.7,Basic,no pool and no yard
1002,65867,thirty-seven,92,67725,6,2,1994,True,True,3054,4650,998,True,10,6593211.4,Basic,no pool and no yard
1003,2372,forty-one,5,60320,1,1,2003,False,False,8041,7294,736,True,4,241014.3,Basic,no pool and has yard
1004,60514,forty-six,35,76413,2,1,2019,True,False,9227,737,340,False,8,6059360.9,Luxury,has pool and has yard
1005,93564,sixteen,66,13427,4,10,2019,True,True,4952,1906,325,True,3,9370487.9,Luxury,has pool and has yard
1006,40622,ninety-six,94,51135,5,1,2009,False,False,1930,1965,110,False,9,4071155.9,Basic,no pool and has yard
1007,24490,thirty-six,87,31922,3,6,2009,True,True,837,7635,174,False,10,2452012.9,Basic,no pool and no yard
1008,24386,sixty-nine,71,96258,9,6,1997,True,True,7112,1654,202,True,9,2445795.7,Basic,no pool and has yard
1009,83072,forty-two,20,96852,4,9,2014,False,True,1269,7766,110,False,10,8312353.4,Basic,has pool and no yard
1010,65741,eighty-eight,78,81087,1,3,2000,True,False,2518,4878,925,True,7,6575564.0,Basic,no pool and no yard
1011,48867,forty,56,67928,1,6,2013,True,False,4212,1916,114,False,10,4889559.3,Basic,no pool and no yard
1012,18148,ninety-six,39,50444,4,5,2020,True,False,9853,6154,438,False,9,1821559.0,Basic,has pool and no yard
1013,20444,thirteen,31,6108,1,3,1993,True,True,1925,1826,670,True,4,2049492.3,Basic,has pool and no yard
1014,95591,eighty-five,43,56924,6,9,2003,True,True,3279,6968,970,True,0,9560516.3,Basic,no pool and no yard
1015,46572,eighty-nine,18,40052,4,4,1993,True,True,6035,7454,704,True,9,4658899.3,Basic,no pool and no yard
1016,12849,forty-eight,21,27000,10,5,2021,True,True,5245,1313,844,True,4,1290147.1,Basic,no pool and has yard
1017,21370,sixty-seven,67,11,8,8,1999,False,False,3278,3563,767,False,4,2142261.9,Basic,has pool and no yard
1018,13131,twenty-two,46,35636,1,7,2003,True,True,2408,213,848,True,1,1321934.3,Basic,has pool and no yard
1019,4489,fifty-four,2,80868,10,2,1996,False,True,9331,3527,205,False,0,453812.6,Basic,has pool and has yard
1020,59286,seventy-seven,95,25140,5,3,1991,False,True,2351,7161,943,True,10,5940315.1,Basic,has pool and no yard
1021,38370,twenty,73,14234,6,5,2018,True,True,8712,9983,197,False,10,3840886.8,Basic,has pool and no yard
1022,44479,four,19,58162,6,3,2001,True,False,2952,8911,676,True,1,4453151.1,Basic,no pool and has yard
1023,27738,twelve,44,24970,9,4,2008,False,False,3734,5069,309,True,10,2780182.8,Basic,has pool and no yard
1024,82680,eighty-nine,27,39905,9,7,2017,False,True,1537,1290,112,False,0,8273795.7,Basic,has pool and has yard
1025,52687,thirty-five,43,96309,2,4,2004,True,False,4554,5386,409,True,8,5271994.4,Basic,no pool and has yard
1026,77043,twenty-two,83,61124,10,6,1993,False,False,6531,7762,814,False,9,7709349.3,Basic,has pool and has yard
1027,58041,seventy-one,29,15169,10,6,2016,False,True,5539,5102,141,True,2,5810358.6,Basic,no pool and has yard
1028,56147,seventy,100,22279,3,7,2016,False,True,4787,4,922,True,7,5621340.6,Basic,no pool and has yard
1029,96006,twenty-six,17,31832,5,7,2003,True,True,8173,2607,541,True,10,9609774.3,Luxury,has pool and has yard
1030,92541,five,31,70718,5,3,1992,True,False,4079,5408,920,True,0,9255462.2,Basic,no pool and no yard
1031,20978,ten,86,90537,2,5,1996,False,False,3089,4185,698,True,1,2100765.6,Basic,no pool and no yard
1032,9210,eighty-seven,42,10294,5,7,1990,True,False,9184,1503,986,False,9,926256.0,Basic,has pool and no yard
1033,87699,ninety-two,73,39608,6,7,2000,False,True,4147,7554,606,True,3,8777421.0,Basic,no pool and has yard
1034,81260,sixty-six,3,55551,5,5,1992,True,True,152,6991,392,False,4,8127110.2,Basic,no pool and no yard
1035,94015,thirty-three,99,45177,2,5,1992,True,True,6434,7269,600,True,2,9409921.2,Basic,no pool and no yard
1036,33979,fifty-nine,3,73305,9,7,1994,False,False,1716,1230,404,True,10,3402494.4,Basic,has pool and no yard
1037,81065,ninety-five,80,31317,8,4,2020,False,True,4196,3559,161,False,1,8116681.0,Basic,has pool and no yard
1038,61028,sixty-three,14,16006,6,8,2006,True,True,3484,1502,139,True,2,6104386.6,Basic,no pool and no yard
1039,31419,eighty,6,51100,7,3,2009,False,True,8002,242,110,False,4,3147602.9,Basic,no pool and has yard
1040,70080,seventy-two,98,87769,7,7,2014,False,True,9477,8862,686,False,7,7018061.4,Basic,no pool and no yard
1041,58314,seventy-five,13,32662,6,6,2003,False,True,1428,3553,916,False,10,5836299.3,Basic,has pool and no yard
1042,92128,ninety,100,82984,7,9,2019,False,False,7853,1524,177,True,9,9223230.9,Basic,no pool and has yard
1043,61615,fifty-four,27,11018,6,8,2004,True,False,2206,1937,140,True,2,6162767.4,Basic,no pool and no yard
1044,92722,seventy-nine,73,83194,4,3,2019,False,True,38,1444,550,False,3,9283890.9,Basic,no pool and has yard
1045,35755,seven,20,37565,2,4,2013,False,True,9967,7178,611,False,9,3578043.3,Basic,no pool and has yard
1046,59834,ninety,50,64277,10,6,2018,False,True,4468,7729,925,False,5,5992116.8,Basic,has pool and has yard
1047,76297,eighty-eight,69,32290,7,4,1993,True,True,8273,7875,877,False,5,7637924.3,Luxury,has pool and has yard
1048,89286,fourteen,73,19140,2,9,2016,True,False,1496,2714,622,True,2,8933700.6,Basic,no pool and no yard
1049,46367,forty-seven,84,34945,10,8,2017,True,True,4360,4624,144,False,7,4648492.7,Basic,no pool and has yard
1050,7591,ninety-eight,59,48020,3,2,1996,True,False,1337,6613,234,True,3,765416.6,Basic,has pool and no yard
1051,37965,three,28,85595,9,1,1990,True,False,5926,3896,825,True,10,3799673.0,Basic,no pool and no yard
1052,3155,fifty-three,16,3192,1,7,2015,False,True,9865,2992,150,True,10,323586.5,Basic,has pool and has yard
1053,9845,seventy-five,82,89809,1,8,2002,True,True,950,5553,318,True,2,988800.2,Basic,has pool and no yard
1054,6363,thirty-six,75,46886,10,1,2013,True,True,9446,7211,696,True,0,643101.3,Basic,no pool and no yard
1055,77566,thirty-eight,21,57816,6,6,2009,False,False,470,5118,244,True,7,7762684.9,Basic,no pool and has yard
1056,99918,fifty-seven,58,33628,1,8,1990,False,False,2482,3894,155,False,4,10002945.0,Basic,has pool and has yard
1057,1108,sixty-six,24,13999,7,8,2020,False,False,9236,6895,145,False,10,112384.0,Basic,no pool and no yard
1058,73867,ninety-nine,84,74407,2,5,1999,True,False,8291,6323,243,False,10,7391147.9,Basic,no pool and no yard
1059,3822,sixty,76,85456,6,4,1999,False,True,8829,1920,456,False,5,392397.9,Basic,has pool and no yard
1060,85911,thirty-seven,31,86247,2,10,1994,True,True,1914,2578,230,True,6,8598134.4,Basic,no pool and has yard
1061,59582,sixty-nine,79,17921,8,5,2001,True,False,1016,627,865,False,2,5965453.1,Basic,no pool and has yard
1062,92522,thirty-nine,20,20389,1,1,2005,False,False,1000,6563,176,True,3,9259875.5,Basic,has pool and has yard
1063,71418,twenty,47,2634,2,8,2014,True,True,5273,3159,286,True,7,7147130.4,Basic,has pool and no yard
1064,15975,ninety-seven,80,85721,7,1,2021,False,False,7550,2211,912,False,4,1604852.1,Basic,no pool and no yard
1065,26721,twelve,27,88271,4,6,2013,False,False,4362,8073,123,True,3,2676647.3,Basic,has pool and no yard
1066,27230,fourteen,73,89665,5,5,2000,True,False,708,6303,860,False,9,2730690.0,Basic,has pool and no yard
1067,69664,seventy-three,66,48780,9,10,2009,False,False,4266,5174,778,False,4,6973278.9,Basic,no pool and has yard
1068,59702,forty-five,37,68711,10,6,1994,False,True,1500,4473,563,False,0,5979963.4,Basic,has pool and has yard
1069,88079,thirty,9,53806,1,6,2017,True,True,122,4413,677,False,10,8810981.7,Basic,has pool and no yard
1070,7464,five,5,22624,5,10,2007,True,False,6351,10,945,True,10,749433.7,Basic,no pool and has yard
1071,36836,seventy-nine,61,36935,8,5,2009,True,True,8320,8515,335,False,2,3690931.9,Basic,no pool and has yard
1072,81118,forty-three,60,68494,1,7,1991,True,True,1639,9062,727,True,3,8114549.1,Basic,no pool and no yard
1073,21941,seventy-six,5,83271,7,8,1992,False,False,5310,9901,901,True,0,2202238.2,Basic,has pool and has yard
1074,56509,fifty-nine,68,49492,10,4,2019,False,True,4090,9805,584,True,1,5654739.9,Basic,no pool and has yard
1075,2877,nineteen,83,83334,1,4,1995,False,True,6884,4604,653,True,4,296378.5,Basic,no pool and has yard
1076,5013,nineteen,57,86460,9,6,1999,True,True,2804,7905,305,True,3,504173.9,Basic,no pool and no yard
1077,14745,sixty-eight,64,86423,10,3,2013,False,True,9747,103,824,True,5,1486405.3,Basic,no pool and has yard
1078,36511,twenty,44,81530,3,9,1993,True,True,6784,8189,958,False,0,3652333.3,Basic,no pool and no yard
1079,49953,seventy-five,38,76554,10,9,2021,False,True,699,258,794,True,8,5007612.1,Basic,has pool and has yard
1080,65297,seventy-three,86,22238,6,10,2017,True,True,260,4175,910,True,0,6536489.7,Luxury,has pool and has yard
1081,9457,seventy,37,98638,1,2,2014,True,True,3606,5244,425,False,9,953108.4,Basic,has pool and no yard
1082,14224,twenty-six,45,22460,7,3,2003,True,False,5175,5221,801,False,6,1433009.3,Luxury,has pool and has yard
1083,92860,twenty-eight,2,46410,5,2,2018,False,True,4952,8232,473,True,2,9291439.8,Basic,has pool and has yard
1084,82109,fifty-seven,15,38203,7,6,1990,True,True,62,711,770,False,10,8215749.0,Basic,has pool and no yard
1085,82907,eighty-one,14,90765,8,6,2010,True,False,2647,7051,300,True,4,8297847.0,Luxury,has pool and has yard
1086,85467,ninety-six,72,47070,7,10,2016,True,True,4319,8118,707,True,7,8552777.6,Basic,no pool and has yard
1087,48861,twenty-seven,56,12886,7,9,2002,False,False,4333,329,458,True,3,4890753.2,Basic,no pool and has yard
1088,20851,eighty-nine,33,76716,1,10,2004,True,False,2317,6358,677,False,0,2091090.4,Basic,no pool and has yard
1089,54531,forty-two,53,23673,10,4,1996,True,True,9925,4848,664,True,4,5456185.6,Basic,no pool and has yard
1090,71923,sixty-seven,27,38345,7,9,2002,False,True,4093,756,413,False,5,7196257.2,Basic,has pool and has yard
1091,87018,thirty-seven,79,38319,6,7,1995,False,True,2617,4999,777,False,7,8707002.5,Basic,no pool and no yard
1092,82525,sixty-three,38,32886,1,4,2008,False,True,9388,7718,363,False,7,8258910.8,Basic,has pool and no yard
1093,1562,seventy-seven,72,12936,2,8,2013,False,True,9322,7211,304,True,0,161885.3,Basic,no pool and no yard
1094,55877,thirty,22,26799,5,4,1994,True,True,6349,279,635,False,7,5589583.4,Basic,no pool and no yard
1095,29392,forty-two,45,38294,9,7,2003,True,False,299,2376,200,True,9,2944295.3,Basic,no pool and has yard
1096,61067,eighty-one,39,67947,2,5,1998,True,True,5257,3215,377,False,2,6109873.8,Basic,no pool and has yard
1097,92725,eighty-one,33,68299,6,6,2003,False,False,4903,8180,363,False,1,9283435.3,Basic,has pool and has yard
1098,86614,sixty-five,63,15680,10,6,1996,False,True,1472,8750,919,True,1,8671187.6,Basic,has pool and no yard
1099,85022,fifty-five,99,24645,5,10,2012,True,False,2977,602,734,False,0,8508095.2,Basic,no pool and has yard
1100,95388,sixty-six,57,13520,9,5,2008,False,False,376,2277,692,True,10,9543098.8,Basic,no pool and no yard
1101,389,twenty-eight,34,47643,9,7,2000,True,False,3187,6618,294,False,9,43545.0,Basic,has pool and no yard
1102,22254,ninety-four,46,12032,8,7,1991,True,False,3063,8385,653,False,6,2233861.1,Basic,has pool and no yard
1103,17518,ninety-eight,59,6914,5,2,1998,False,False,5802,1381,113,True,5,1760239.8,Basic,has pool and has yard
1104,56997,eighty-four,93,21075,5,5,1990,True,True,2970,6724,425,True,10,5704164.0,Basic,no pool and has yard
1105,76149,twenty-four,63,76688,3,4,2009,True,True,973,8688,168,False,7,7619731.9,Basic,has pool and no yard
1106,26223,thirty-five,8,53223,3,6,2014,True,True,1084,7324,195,False,5,2630045.4,Luxury,has pool and has yard
1107,88914,eleven,67,4480,2,7,2005,True,False,7270,1670,692,True,6,8899500.5,Basic,no pool and has yard
1108,53822,eighty-two,14,84693,10,6,2008,True,True,9755,6023,761,False,4,5383902.8,Basic,no pool and no yard
1109,22451,eighty-eight,30,73962,9,9,2019,False,False,4720,6177,943,True,4,2251128.9,Basic,has pool and has yard
1110,51678,one hundred,64,24703,8,5,2016,False,True,4890,6253,147,True,5,5175264.6,Basic,no pool and has yard
1111,77383,eight,34,34091,9,2,1994,True,False,4386,973,670,True,4,7746930.4,Luxury,has pool and has yard
1112,46018,forty-seven,11,95597,3,2,1993,True,True,6161,6233,124,False,3,4612424.3,Luxury,has pool and has yard
1113,43691,nineteen,39,96161,4,1,1993,True,False,834,9044,222,False,2,4375504.3,Luxury,has pool and has yard
1114,55209,eighty,96,91189,6,6,2006,True,True,1168,7971,691,True,5,5532468.6,Basic,no pool and has yard
1115,24052,eighty-five,6,82201,3,6,2005,False,True,7850,636,990,True,3,2410520.5,Basic,has pool and has yard
1116,21482,forty-three,38,72335,1,8,2021,False,False,5360,9520,271,False,3,2156342.1,Basic,has pool and has yard
1117,34713,ninety-two,27,47253,5,6,2020,False,True,5767,6793,398,True,10,3475991.0,Basic,has pool and no yard
1118,20395,eleven,24,16265,5,1,2020,True,False,5170,6902,381,True,10,2041658.0,Basic,has pool and no yard
1119,2599,eight,85,40789,3,9,2004,True,True,5566,1603,989,True,1,267488.4,Basic,no pool and has yard
1120,81472,twenty-two,16,16662,8,7,2013,False,False,2042,3158,526,False,4,8157989.3,Basic,has pool and has yard
1121,69945,five,77,26679,4,8,2014,False,False,8796,4073,924,False,10,6998212.4,Basic,no pool and no yard
1122,61139,ninety-two,94,63244,10,2,2006,False,False,2336,1315,225,True,10,6127221.6,Basic,has pool and no yard
1123,28899,six,20,49037,7,9,2007,True,True,8771,4815,907,False,2,2892484.7,Basic,no pool and has yard
1124,23210,four,1,68109,10,10,2014,False,True,4166,9902,608,True,3,2321968.4,Basic,no pool and no yard
1125,48670,twenty-five,53,27485,5,8,2005,False,True,1372,1478,755,True,9,4874367.5,Basic,has pool and has yard
1126,60256,sixty,68,57262,9,3,2016,False,True,5123,1273,569,True,10,6033836.6,Basic,no pool and has yard
1127,81902,thirty-eight,85,99403,10,8,2010,False,False,885,854,514,True,1,8192941.0,Basic,no pool and no yard
1128,22606,ninety-nine,80,65198,2,3,1998,True,True,2718,961,776,False,2,2271736.8,Basic,has pool and no yard
1129,56613,fifty-eight,92,34118,2,10,1990,True,False,5219,1230,444,True,9,5673842.0,Basic,no pool and has yard
1130,54822,eighty-four,12,8145,1,9,2016,True,False,9311,7673,459,False,2,5485078.6,Basic,has pool and no yard
1131,46536,fifty-seven,58,92228,6,5,1997,True,False,1768,1809,924,False,9,4660099.7,Basic,no pool and no yard
1132,61502,seventy-seven,75,39079,1,10,2019,False,False,6111,2465,258,False,5,6158082.9,Basic,no pool and has yard
1133,42079,five,10,40631,4,1,1991,False,False,3385,5392,254,True,10,4213303.1,Basic,no pool and has yard
1134,1693,thirty,38,46600,9,1,2006,False,False,2917,3696,714,True,1,174850.6,Basic,has pool and no yard
1135,28617,twenty,65,54971,6,9,1995,False,True,6782,4850,666,False,9,2866340.5,Basic,no pool and has yard
1136,94394,seventy-nine,94,91254,9,10,2006,False,True,8167,7372,891,False,10,9441848.6,Basic,no pool and no yard
1137,71714,eighty-two,53,42915,9,1,2006,True,False,8313,1169,288,False,5,7175059.6,Basic,no pool and no yard
1138,28076,four,86,90966,3,1,2014,False,True,6596,8735,110,False,4,2819687.4,Basic,has pool and has yard
1139,88642,sixty-six,83,62361,7,3,2001,False,False,2366,8134,950,True,4,8872635.1,Basic,no pool and no yard
1140,99532,seventeen,62,79254,3,6,1993,True,False,3158,7404,501,False,5,9954865.3,Basic,no pool and no yard
1141,70707,seventy,68,45156,3,8,2011,False,True,7276,5926,859,True,2,7077984.1,Basic,has pool and has yard
1142,68985,sixty-seven,79,93844,5,4,2017,False,True,5004,1124,755,False,3,6910322.7,Basic,has pool and has yard
1143,20469,forty-three,77,19825,7,4,2003,False,False,3682,1403,809,True,6,2057093.3,Basic,no pool and has yard
1144,64930,fifty-four,75,9580,5,6,2001,True,True,4584,7711,612,True,10,6510156.1,Luxury,has pool and has yard
1145,47275,ninety-one,86,4548,5,1,1990,False,True,5759,8084,768,False,8,4731933.0,Basic,no pool and no yard
1146,88658,ninety-four,7,7457,10,6,2015,True,False,7508,1677,535,True,7,8869471.5,Basic,has pool and no yard
1147,51476,ninety-seven,97,20959,5,9,2017,False,False,1268,8350,330,True,4,5155902.7,Basic,has pool and has yard
1148,15351,ninety-three,14,14607,3,3,2003,False,True,6441,9080,873,True,7,1539085.3,Basic,no pool and has yard
1149,66990,eleven,3,51023,10,4,2011,False,True,8630,183,995,True,2,6708186.1,Basic,has pool and has yard
1150,99338,seventy-three,88,16935,6,1,2007,True,True,7399,2750,867,True,3,9941123.7,Basic,has pool and no yard
1151,18376,sixty-eight,21,57224,5,9,1997,False,True,5904,6908,612,False,0,1842716.7,Basic,has pool and no yard
1152,16214,sixty-five,56,28790,1,9,2015,True,True,9024,6518,882,False,0,1629077.5,Basic,no pool and has yard
1153,42477,thirty-eight,13,39099,2,2,1991,True,False,5380,6482,943,False,2,4252254.1,Basic,no pool and has yard
1154,1331,seventy-three,94,38921,2,3,1996,True,True,5208,6983,591,True,10,135115.6,Basic,no pool and no yard
1155,32433,thirty-three,71,42438,9,5,1999,True,True,5047,1109,318,False,6,3253892.9,Basic,has pool and no yard
1156,16888,two,41,24199,7,5,1996,False,False,4516,6010,967,True,5,1694620.6,Basic,has pool and has yard
1157,45206,thirty-nine,12,72090,4,8,2014,False,False,2724,7920,615,False,1,4527173.4,Basic,has pool and has yard
1158,77936,forty-three,54,71732,1,6,2001,False,False,3782,4717,380,True,2,7799946.1,Basic,no pool and has yard
1159,52324,seventy,36,6015,7,6,2009,True,True,487,47,690,False,2,5240655.9,Luxury,has pool and has yard
1160,94565,thirteen,95,41401,8,1,2004,False,False,8133,5284,213,False,10,9463275.4,Basic,no pool and no yard
1161,38273,seventeen,26,62953,3,3,2012,False,False,1451,323,618,False,10,3832850.2,Basic,has pool and no yard
1162,50109,thirty-five,13,53434,4,2,2015,True,True,7101,5819,846,False,7,5016997.5,Basic,has pool and no yard
1163,1887,seventy,28,91863,10,9,2015,False,False,3200,4500,594,False,6,194035.5,Basic,has pool and no yard
