,index,long_hair,forehead_width_cm,forehead_height_cm,forehead_width_mm,forehead_width_conventional_units,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender,index,long_hair,forehead_width_cm,forehead_height_cm,forehead_width_mm,forehead_width_conventional_units,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender
764,764,0.9505762503338,14.9,6.6,149.0,0.22580645161290322,0.6028721915583714,0.7600112906394711,0.7836636381965942,0.6499999620765536,,3250,0.5648358096237822,14.9,5.8,149.0,0.22580645161290322,0.6472825268852784,0.6292668652529461,0.4769471416563226,0.5728952483902995,Male
765,765,0.8242022420766143,11.4,5.6,114.0,0.0,0.2570441117961092,0.4078064994645875,0.23162769749487072,0.47852747800670953,,3251,0.9199344475434523,14.0,6.1,140.0,0.16774193548387095,0.9636746200130999,0.6482607580794226,0.42645064240199076,0.6107040582151066,Male
766,766,0.9678189437439964,15.3,6.2,153.0,0.2516129032258065,0.9709419058641544,0.05569953104458236,0.9944384097829408,0.5520825219951934,,3252,0.6874440682595937,13.5,6.2,135.0,0.13548387096774192,0.5850774708437105,0.35123568391744,0.35229667229897565,0.9302895946162524,Male
767,767,0.7129801011441819,13.9,6.8,139.0,0.16129032258064516,0.9588345827627426,0.6904832366646487,0.536596868895659,0.9730149268370534,,3253,0.6457788414612892,14.2,5.5,142.0,0.18064516129032251,0.6531155555688779,0.9773287136075364,0.5178847855253934,0.12814841570558855,Male
768,768,0.6625176871840692,15.5,6.8,155.0,0.264516129032258,0.5342593832515006,0.933500864778398,0.7011612471376021,0.8103273860211524,,3254,0.962733789290307,12.4,6.3,124.0,0.06451612903225806,0.6293065992396125,0.583867659037586,0.8955404259891959,0.1986690698379055,Male
769,769,0.07322438322524649,12.9,6.0,129.0,0.0967741935483871,0.1466492886669677,0.20587189334201755,0.010296445314408709,0.4115128910967129,,3255,0.7232445742479365,11.7,6.3,117.0,0.01935483870967735,0.6178569380719027,0.5020492480956869,0.6990968611963932,0.5218237223774203,Male
770,770,0.6822244388367101,11.7,6.4,117.0,0.01935483870967735,0.6556139602936745,0.3323046144652425,0.2570170289839623,0.776961876568959,,3256,0.6596599580456683,12.4,6.3,124.0,0.06451612903225806,0.09065077958892714,0.10820704847416202,0.23657410327904782,0.04743483085268735,Female
771,771,0.6290124467218012,14.3,6.2,143.0,0.18709677419354842,0.27160378969592514,0.4312169406960287,0.37675317629143057,0.11816019444808462,,3257,0.829201337907558,13.7,5.1,137.0,0.14838709677419348,0.41768315841181397,0.4230862696599099,0.27646985070273467,0.48535997126186087,Female
772,772,0.9195397358041669,11.7,5.3,117.0,0.01935483870967735,0.07142775125031525,0.08608536767305625,0.22585790404233358,0.7020390265861993,,3258,0.37390765377631563,13.8,5.6,138.0,0.1548387096774194,0.4643977427794142,0.3911165267475548,0.5208599714013833,0.20095776115897762,Female
773,773,0.7331382501309853,11.8,5.5,118.0,0.02580645161290325,0.06352873415660554,0.8346314756986927,0.26722409681148823,0.8816447452951132,,3259,0.5874316737744337,13.3,6.4,133.0,0.12258064516129034,0.9229360275316969,0.46109877325368226,0.14830189951022305,0.20947347521413712,Female
774,774,0.36047975389567527,15.0,6.3,150.0,0.23225806451612901,0.702510280289829,0.8902656711774692,0.5982034026137986,0.702218050999279,,3260,0.8973398633980183,11.5,6.2,115.0,0.006451612903225784,0.4665661864335896,0.09084561584015788,0.3477550476746341,0.014188849066949394,Female
775,775,0.6859461894192396,12.5,5.9,125.0,0.07096774193548384,0.6330667166311725,0.7335377913857505,0.8851074519617446,0.9508628319790632,,3261,0.5527652320694619,12.2,5.2,122.0,0.05161290322580638,0.31502172551177815,0.31910678444270263,0.3116529335532851,0.15251398080590545,Female
776,776,0.9514032442873356,12.2,5.8,122.0,0.05161290322580638,0.8586382897458442,0.3400306100035341,0.7907578130948422,0.1200430487655384,,3262,0.7301128313838933,14.4,7.0,144.0,0.1935483870967742,0.7125784978696714,0.5331708612472384,0.5881929337614069,0.510327326514463,Male
777,777,0.938007262165923,12.6,5.2,126.0,0.07741935483870963,0.06889477004637412,0.122983353756066,0.39652212470716236,0.4798602776414728,,3263,0.023334459987691902,11.9,5.2,119.0,0.03225806451612903,0.9545203482330495,0.11463281426317051,0.27835695431119717,0.4734212784082349,Female
778,778,0.404215800116568,13.9,5.9,139.0,0.16129032258064516,0.7607109746233272,0.5132691219559442,0.6175005544509666,0.5915557966073183,,3264,0.5457020997057825,13.8,6.9,138.0,0.1548387096774194,0.6648111755460382,0.586571471035569,0.33740432966248296,0.9927339867887834,Male
779,779,0.4564851854876135,11.9,6.3,119.0,0.03225806451612903,0.843523803045072,0.7459663587821013,0.3476194207007618,0.9269212369191613,,3265,0.2739464157918641,11.8,6.4,118.0,0.02580645161290325,0.06981275116370583,0.3678452084564583,0.3657629430086678,0.3923104635924101,Female
780,780,0.4095941522870507,12.3,5.5,123.0,0.05806451612903228,0.29038820568366686,0.10337529750699442,0.27439956412686,0.15454295326314416,,3266,0.5589207896152557,12.5,6.5,125.0,0.07096774193548384,0.028289663565588097,0.8614495922058849,0.3202673166127715,0.42047817438819807,Female
781,781,0.985562397342151,11.9,6.8,119.0,0.03225806451612903,0.27618639458963223,0.555844931505497,0.5757952284205445,0.6692629789262308,,3267,0.7693014163895766,11.6,6.5,116.0,0.012903225806451568,0.67311568461278,0.5401825649906199,0.38655898275845507,0.4913177729136149,Male
782,782,0.4166166724635048,12.6,5.4,126.0,0.07741935483870963,0.2680126199639008,0.482350320966634,0.022602747106362953,0.3773995587934844,,3268,0.6571283556647316,13.1,5.9,131.0,0.10967741935483867,0.6867952780347111,0.6756674293153864,0.9201544580731549,0.8368029840510267,Male
783,783,0.6954717563198767,12.2,5.2,122.0,0.05161290322580638,0.8631089700695436,0.25932483519404775,0.554597024058096,0.6727452120271425,,3269,0.6660844421128482,15.3,7.0,153.0,0.2516129032258065,0.5625499359280006,0.8936151102036589,0.9333954565976628,0.7971489240859462,Male
784,784,0.9046732090706908,14.1,6.1,141.0,0.17419354838709672,0.17625528350893815,0.17587485598065966,0.03114462935119089,0.6851127159067675,,3270,0.5582151381075158,11.6,5.2,116.0,0.012903225806451568,0.5584287044258109,0.7422636862967265,0.9023393458694826,0.8528677586607514,Male
785,785,0.5634279093188084,12.9,7.1,129.0,0.0967741935483871,0.6881636586211894,0.5499280111052569,0.8762035471145667,0.9281286971328344,,3271,0.5975284020718425,13.1,5.4,131.0,0.10967741935483867,0.9210421985517383,0.8741208294487319,0.8686644162957491,0.6183922491165608,Male
786,786,0.9862523869105841,13.5,5.4,135.0,0.13548387096774192,0.5201647118785788,0.6606770293149333,0.7890606662528663,0.5106691717851204,,3272,0.9571794396434664,11.5,6.0,115.0,0.006451612903225784,0.43227837838356614,0.13197521880983842,0.4882807443040636,0.8042235064342131,Female
787,787,0.9295557639212797,12.6,5.7,126.0,0.07741935483870963,0.14079717966011496,0.060635999715358435,0.2761385056383272,0.3657835417338696,,3273,0.9365483747281036,13.7,6.1,137.0,0.14838709677419348,0.6410181623263325,0.7493129519781376,0.7479407440356822,0.6185535384011864,Male
788,788,0.9918052091147569,13.5,5.6,135.0,0.13548387096774192,0.5210451961086359,0.33029071743440214,0.15875639087467863,0.2660686104218332,,3274,0.9396187162371423,12.7,5.7,127.0,0.08387096774193542,0.33000300075426947,0.01966020165812038,0.2924264277481617,0.056467662151368725,Female
789,789,0.6732464683951392,13.2,7.0,132.0,0.11612903225806445,0.9464509032321664,0.411322450778548,0.5630303208165788,0.14272077504160197,,3275,0.6862794446932337,13.0,5.6,130.0,0.10322580645161288,0.10240004608771858,0.46139350821361247,0.3290736526095989,0.647308389914165,Female
790,790,0.5996753164067883,13.5,6.4,135.0,0.13548387096774192,0.587425401716205,0.13644745035570355,0.9989776177063863,0.4472104956839932,,3276,0.6871101930286343,12.6,6.8,126.0,0.07741935483870963,0.22374558346892542,0.9544078286509043,0.599527677991424,0.8488208081741412,Male
791,791,0.55853442541113,12.3,5.9,123.0,0.05806451612903228,0.4751522429299305,0.24142140317475436,0.24152717955823172,0.3254831231582494,,3277,0.8887485536096615,13.3,5.3,133.0,0.12258064516129034,0.2976447826186522,0.3823506163490391,0.00241186703942875,0.0815031246043415,Female
792,792,0.7705696997231992,13.3,6.4,133.0,0.12258064516129034,0.6521285401538495,0.4098858034145333,0.6929920040924966,0.42783764234995036,,3278,0.5675226388975116,12.8,5.6,128.0,0.09032258064516131,0.33689149417236064,0.46530431485760737,0.36366381399355036,0.4204389645894311,Female
793,793,0.5989941426857074,11.7,5.4,117.0,0.01935483870967735,0.9746851881675749,0.6664534860715645,0.6385049166054079,0.6263377515795846,,3279,0.9798775486843652,12.0,6.3,120.0,0.03870967741935481,0.54915255717803,0.8192859559150738,0.7472869456398613,0.7101984065762388,Male
794,794,0.7556548810315321,11.5,6.3,115.0,0.006451612903225784,0.4339832091358941,0.6260471268217338,0.8170239493730371,0.5162390238631047,,3280,0.5838149001526811,15.3,6.8,153.0,0.2516129032258065,0.08560767562223903,0.8354901216528845,0.5838712708796562,0.5872184908650794,Male
795,795,0.8223741110985165,14.2,6.4,142.0,0.18064516129032251,0.8240889225971236,0.424914792029189,0.5608701066555652,0.9645966397873751,,3281,0.6132675464506763,11.5,6.3,115.0,0.006451612903225784,0.603402244378107,0.10257334883890512,0.336455539687789,0.13008476128124064,Female
796,796,0.5249730354357247,13.8,5.9,138.0,0.1548387096774194,0.7761186962243085,0.8044483007887583,0.9861525791985515,0.7970537906276787,,3282,0.14334880830633495,13.9,6.3,139.0,0.16129032258064516,0.8690419833917179,0.9174150446720701,0.43571583218133414,0.6178925405108495,Male
797,797,0.6920606085302907,11.5,5.3,115.0,0.006451612903225784,0.06494040715535976,0.4392825867478984,0.12535880184655995,0.035638630857041054,,3283,0.6273580790742207,11.7,6.1,117.0,0.01935483870967735,0.15144764572425484,0.35721000853552737,0.6867412767037454,0.33557816695042764,Female
798,798,0.997113061535435,11.5,5.9,115.0,0.006451612903225784,0.31234790727839185,0.39511212259697104,0.805349374591368,0.4256816697654996,,3284,0.8031435152885058,13.8,5.1,138.0,0.1548387096774194,0.5441033069258334,0.7863686574479591,0.7014961068119302,0.5564622979616378,Male
799,799,0.5144930475331357,13.0,5.9,130.0,0.10322580645161288,0.2662224484785889,0.15695245622685056,0.7920669728436063,0.13089580730635414,,3285,0.6828092198567751,12.4,6.5,124.0,0.06451612903225806,0.16380223138512867,0.3435302978361941,0.057103573282326014,0.467021894192479,Female
800,800,0.5271129453654727,12.2,5.2,122.0,0.05161290322580638,0.3944587661747605,0.3712522590205044,0.31309900650557676,0.4725549623730875,,3286,0.4436445720674127,12.5,5.5,125.0,0.07096774193548384,0.7469644862153018,0.7196971297988557,0.6781031521365282,0.5534670109842456,Male
801,801,0.82179015565811,14.4,5.3,144.0,0.1935483870967742,0.9650008705848708,0.8630377824554913,0.9546821232546538,0.5539708667870282,,3287,0.5876362179131437,13.3,5.5,133.0,0.12258064516129034,0.37835544555470574,0.3205911526379527,0.27117544418079986,0.4480294240815478,Female
802,802,0.7613860150961637,14.2,5.8,142.0,0.18064516129032251,0.7068807562048891,0.7848354163886193,0.9615790963976802,0.041996986978059536,,3288,0.7563913468464364,13.0,6.0,130.0,0.10322580645161288,0.04162819583030608,0.0756829427503729,0.2760298653765828,0.14496970878017146,Female
803,803,0.7651626253257228,13.9,6.2,139.0,0.16129032258064516,0.8691356377772426,0.6469407035580327,0.8131205306520124,0.642948541176793,,3289,0.900155609038157,12.2,6.6,122.0,0.05161290322580638,0.7091974172690461,0.8940415584107891,0.6995263018167186,0.9436287999524265,Male
804,804,0.4023507450721988,13.1,6.1,131.0,0.10967741935483867,0.156304110435801,0.10350423937591441,0.44218608819667526,0.40923781722953584,,3290,0.01367026508742819,12.3,6.4,123.0,0.05806451612903228,0.2450295080313203,0.21748668644183383,0.3233209175894455,0.17048920257261535,Female
805,805,0.6440948587486224,13.2,5.9,132.0,0.11612903225806445,0.5086729319628112,0.2729530612732267,0.24191093468295938,0.4355887975501045,,3291,0.955235993798597,13.6,5.9,136.0,0.1419354838709677,0.24838884776745263,0.643027144384601,0.7068227100087885,0.6587195402783027,Male
806,806,0.7298679362516666,13.1,6.6,131.0,0.10967741935483867,0.9972316590796604,0.9739626764944609,0.05679513703513095,0.5565273734792975,,3292,0.7075427466050699,13.0,6.4,130.0,0.10322580645161288,0.22481784634267,0.1262981166984638,0.06752064041320394,0.031510237568598776,Female
807,807,0.8720390372571536,12.0,6.5,120.0,0.03870967741935481,0.11608796824818723,0.3313672213103605,0.17754588542016742,0.1692358770946148,,3293,0.995704770644512,14.0,5.6,140.0,0.16774193548387095,0.33548219794137357,0.44010875933855004,0.15279816606220104,0.4726065286627608,Female
808,808,0.9469072380636185,13.3,6.3,133.0,0.12258064516129034,0.4690265645671681,0.018956381104404008,0.4360912881430484,0.4432416355186794,,3294,0.7664444544379855,13.2,5.8,132.0,0.11612903225806445,0.29146341741646825,0.24518901292900736,0.23761139454906383,0.4257081960415008,Female
809,809,0.9472862560948957,13.4,5.1,134.0,0.12903225806451613,0.20607147883753085,0.4081806458879372,0.43989282079427955,0.11410434830038363,,3295,0.8548560296060399,13.4,5.4,134.0,0.12903225806451613,0.27185626813714087,0.6509419409953046,0.1800098144034643,0.4188395138112972,Female
810,810,0.8513655717902069,11.5,5.1,115.0,0.006451612903225784,0.40423403177751766,0.41778185171947485,0.12814616597682066,0.36374873333975816,,3296,0.28787178928870416,12.7,6.1,127.0,0.08387096774193542,0.1482686919832994,0.1253295204959491,0.1190150894356482,0.8990240611978024,Female
811,811,0.9915686875035326,13.8,5.1,138.0,0.1548387096774194,0.2969396754494351,0.4720814168196854,0.8894338708821004,0.45259724570977616,,3297,0.6292450969678048,13.7,6.1,137.0,0.14838709677419348,0.41708338386707877,0.04122809983611908,0.7803812975500368,0.036364940924560996,Female
812,812,0.523594682055206,13.3,5.4,133.0,0.12258064516129034,0.20670753677347053,0.16047665507524184,0.1777965372460385,0.3998554887261199,,3298,0.7826175092388308,15.4,6.6,154.0,0.25806451612903225,0.8936579930084312,0.9395059612516461,0.9763276756985378,0.6256130378192031,Male
813,813,0.66962411107341,13.1,6.1,131.0,0.10967741935483867,0.42411431318667264,0.21411204376966303,0.567800133212468,0.018219715842540063,,3299,0.5783746847484138,13.1,6.1,131.0,0.10967741935483867,0.7772379091579119,0.22221198620443083,0.35588975779237736,0.17145904240573268,Female
814,814,0.7874056851040492,15.2,6.4,152.0,0.24516129032258058,0.6468963459691583,0.8742598150627838,0.9913729236104288,0.6629043236422646,,3300,0.5014711972743228,13.6,6.3,136.0,0.1419354838709677,0.554754521574693,0.5386182595319173,0.7544331686317214,0.8245812524213535,Male
815,815,0.5785485120963503,11.9,6.3,119.0,0.03225806451612903,0.7555975822356782,0.5841355170949536,0.6922920973488641,0.44642309918174056,,3301,0.8126758370225426,11.4,6.3,114.0,0.0,0.3743969271940175,0.4839263607469905,0.40076014059653925,0.2830504834296414,Female
816,816,0.917383661604892,12.7,6.3,127.0,0.08387096774193542,0.33207801795340464,0.03669026302236217,0.062067200753219975,0.09741668160517436,,3302,0.6899547013329415,12.5,5.1,125.0,0.07096774193548384,0.4278768989123305,0.1627121880775187,0.936332263010504,0.46353073829208574,Female
817,817,0.6383065734655622,13.7,6.4,137.0,0.14838709677419348,0.007959709669940085,0.3906465233066564,0.03654201467742191,0.15361940279748282,,3303,0.9454798795165822,12.9,5.4,129.0,0.0967741935483871,0.301071807976031,0.02079928396773939,0.6431621946133965,0.38753736302372993,Female
818,818,0.9220256349280495,13.0,5.8,130.0,0.10322580645161288,0.4277625235574042,0.4679580520667142,0.3234392031913347,0.24965753861844237,,3304,0.6275581562383445,12.3,5.6,123.0,0.05806451612903228,0.2483605432324118,0.16965193447121402,0.4285266511527698,0.0010516978284040301,Female
819,819,0.998346468643804,12.4,6.6,124.0,0.06451612903225806,0.5996831994393256,0.6804273072697886,0.657089903459812,0.7821907886654293,,3305,0.9229397704995126,15.2,6.5,152.0,0.24516129032258058,0.8124946102671886,0.6696156850506494,0.4670902493730881,0.6109813797858237,Male
820,820,0.7682285535217739,12.2,5.2,122.0,0.05161290322580638,0.24115305259744463,0.79454435636261,0.5594793278496912,0.8480424084990725,,3306,0.7235568012051387,15.4,7.0,154.0,0.25806451612903225,0.15463723248895456,0.9606582112130737,0.8416567502987069,0.6393822939313956,Male
821,821,0.7683901869915148,12.4,5.7,124.0,0.06451612903225806,0.1696743943665932,0.4615833767451994,0.19279513642008167,0.4818280579896517,,3307,0.43039603374815794,14.2,6.5,142.0,0.18064516129032251,0.6103482939370335,0.8577991629553154,0.9866017993203189,0.5617950749698972,Male
822,822,0.7685864417367693,12.3,6.0,123.0,0.05806451612903228,0.7604072709200403,0.39434637211949014,0.05600164144581665,0.3510054493774526,,3308,0.6606819082212332,12.6,5.5,126.0,0.07741935483870963,0.8040640740174594,0.43158739841796373,0.4340879671211249,0.35793181141038594,Female
823,823,0.6179674520061468,14.1,5.4,141.0,0.17419354838709672,0.8754186757010154,0.7168160384686371,0.15958552805361548,0.8940470650059006,,3309,0.7047716813929398,11.9,6.8,119.0,0.03225806451612903,0.739432384798492,0.7812923055659895,0.7612691514173506,0.6260554342653051,Male
824,824,0.5120440362422973,11.5,6.2,115.0,0.006451612903225784,0.251707912533289,0.8948632677101309,0.08163404293158205,0.3628350558774514,,3310,0.920469390346708,14.1,6.8,141.0,0.17419354838709672,0.5367518958408987,0.5365531274796235,0.9411661159312967,0.9211987636293488,Male
825,825,0.7418084191535098,13.3,5.5,133.0,0.12258064516129034,0.1296272444823336,0.4451962572052975,0.36644105114540415,0.38721710226097034,,3311,0.9556838501170735,13.4,6.0,134.0,0.12903225806451613,0.5684395587331417,0.9822730734619513,0.595996866649323,0.20265788942384821,Male
826,826,0.7521256668634704,12.9,5.3,129.0,0.0967741935483871,0.13333696180409055,0.31973376790769464,0.31141147051596346,0.49085999466438895,,3312,0.8558202984040497,12.1,5.7,121.0,0.0451612903225806,0.6592607072856114,0.9632570191986636,0.6265169197716799,0.8113595195720867,Male
827,827,0.6093299183060608,13.5,6.4,135.0,0.13548387096774192,0.9700529715748394,0.5822535239448281,0.8721668035201355,0.5509012963952006,,3313,0.42705348950023314,12.6,5.4,126.0,0.07741935483870963,0.2349247621282562,0.28871058832436397,0.24936249792693554,0.4450224908553714,Female
828,828,0.40154970820996383,12.9,6.2,129.0,0.0967741935483871,0.36247312603953147,0.2511621931950216,0.049035512197538156,0.3998088571285012,,3314,0.6226165312248424,11.4,5.5,114.0,0.0,0.8964363918807401,0.42933018439586584,0.15771674001758063,0.22168932503990868,Female
829,829,0.8723024008001408,12.8,5.6,128.0,0.09032258064516131,0.10997717791676154,0.026246277138699203,0.11198162548078244,0.10398774768245989,,3315,0.683715498863517,14.1,5.8,141.0,0.17419354838709672,0.5951083531092212,0.2850567547655516,0.6426570001812768,0.6685503132726072,Male
830,830,0.9136406691758627,12.6,5.2,126.0,0.07741935483870963,0.1521309301173418,0.5098712337166169,0.8560620007250865,0.21745149189243174,,3316,0.7767846867430351,13.0,6.7,130.0,0.10322580645161288,0.7514357933982987,0.7131687006072186,0.39806539234127275,0.7495086670644373,Male
831,831,0.665192297919928,12.0,7.1,120.0,0.03870967741935481,0.5919331733391815,0.9407860112041218,0.9161672492879022,0.6922174124582658,,3317,0.713118498822779,12.3,5.6,123.0,0.05806451612903228,0.02950387056441428,0.38504427854964707,0.26195402097321896,0.3074127505712613,Female
832,832,0.852163058998366,11.6,5.5,116.0,0.012903225806451568,0.09395448646732901,0.3440831843727377,0.020481865735637816,0.2434019091926295,,3318,0.5713948828824975,13.4,5.2,134.0,0.12903225806451613,0.8898045245227644,0.8249199229275321,0.42086689759602525,0.6318765695237671,Male
833,833,0.648163551317049,12.3,6.9,123.0,0.05806451612903228,0.9723534388049626,0.7434813371619987,0.8578991853155586,0.9154348706789732,,3319,0.7301480844574577,12.3,5.6,123.0,0.05806451612903228,0.9544306233492224,0.35516618798070304,0.08106555743722865,0.4663313995188023,Female
834,834,0.7737451373310491,13.4,6.1,134.0,0.12903225806451613,0.8060308229634231,0.5239137864507479,0.8440344578299259,0.8752007064452059,,3320,0.9651044851808133,13.8,6.8,138.0,0.1548387096774194,0.8374075891231983,0.6432287919342075,0.8524342839893605,0.914035933498637,Male
835,835,0.6612470727760188,15.1,6.6,151.0,0.23870967741935478,0.9397229228580632,0.8919131496281223,0.9697259395632105,0.6593775146545087,,3321,0.528714921305268,12.9,5.5,129.0,0.0967741935483871,0.9009057393211002,0.6129298985771766,0.8969406133995204,0.6738750984774535,Male
836,836,0.6586191048258434,13.5,5.9,135.0,0.13548387096774192,0.1538160737399989,0.8227908293281727,0.4394282833948835,0.08409284471211642,,3322,0.7365254724853352,14.4,5.2,144.0,0.1935483870967742,0.6759536457020965,0.8549436554345045,0.3715764897261794,0.7297172482547594,Male
837,837,0.5622113422960968,13.6,5.5,136.0,0.1419354838709677,0.18828575736397957,0.14156390007938463,0.21366674124085194,0.13310779507135395,,3323,0.779876291845971,13.1,6.0,131.0,0.10967741935483867,0.39301179615062404,0.12340115792468348,0.5833723706112903,0.1756515525801196,Female
838,838,0.7061188818794768,12.4,6.8,124.0,0.06451612903225806,0.6710370061639704,0.6731394226294176,0.5407774307687341,0.35687230698269035,,3324,0.6076973226432985,12.3,6.0,123.0,0.05806451612903228,0.7505916009267957,0.6520428438588272,0.8656006933866986,0.880503080773431,Male
839,839,0.6687078150488361,12.4,6.4,124.0,0.06451612903225806,0.8290875101855397,0.9738330352122162,0.6293305942106726,0.7466379728819506,,3325,0.37193715174262537,11.6,6.0,116.0,0.012903225806451568,0.43563520793688276,0.16425826779368397,0.09573924129586325,0.491640264812091,Female
840,840,0.9987729624919717,12.8,6.6,128.0,0.09032258064516131,0.6082555353432562,0.6590336373909271,0.6179539254232731,0.6182794083052126,,3326,0.7448894977246131,12.0,5.1,120.0,0.03870967741935481,0.5408543053728969,0.08290314093204787,0.3739755265937981,0.45409464185245507,Female
841,841,0.6896862822444694,12.5,5.6,125.0,0.07096774193548384,0.14250531734235905,0.6567134602359626,0.04321789473060511,0.4228750000987961,,3327,0.655863063663,11.4,5.2,114.0,0.0,0.2008218279043425,0.33335004910330374,0.7694390077545339,0.48931959802086217,Female
842,842,0.8643186187444454,12.8,5.3,128.0,0.09032258064516131,0.08628126698246602,0.953897112412099,0.4870666864399145,0.3232911372606819,,3328,0.6600068053503692,14.0,5.1,140.0,0.16774193548387095,0.005025748459008494,0.3765030540757219,0.46599846695813973,0.32113572908239946,Female
843,843,0.5477927827501072,12.0,6.3,120.0,0.03870967741935481,0.12683625181405517,0.18574213037660775,0.28090678707001243,0.07861678223008045,,3329,0.8616768697247119,12.1,5.4,121.0,0.0451612903225806,0.3587693406649631,0.05953247742576795,0.06536692619708545,0.3873239984711679,Female
844,844,0.6095648320623497,13.3,6.1,133.0,0.12258064516129034,0.5300107167938486,0.521009593137095,0.6802085624894223,0.7436673556675968,,3330,0.6004632446624301,13.0,5.2,130.0,0.10322580645161288,0.48207134923514355,0.39546316374713547,0.2641306846190467,0.38084098770909225,Female
845,845,0.15794698708081634,13.6,5.7,136.0,0.1419354838709677,0.9840909826808155,0.921196848090697,0.775987649131552,0.6249593414962898,,3331,0.882797689215173,13.6,5.7,136.0,0.1419354838709677,0.18361997102291522,0.37244886618889056,0.06133319699425005,0.48966891446853694,Female
846,846,0.5797833879288887,11.8,6.0,118.0,0.02580645161290325,0.8797271918973818,0.8786852160083549,0.7102527630101833,0.5720169950530147,,3332,0.9500986134444322,15.2,6.7,152.0,0.24516129032258058,0.5324121070533062,0.7550468664604338,0.5403032070431908,0.7995285077029854,Male
847,847,0.9379563742066195,12.6,6.7,126.0,0.07741935483870963,0.7122093239373564,0.6938088209231951,0.9507856367386729,0.9424835445733903,,3333,0.9638884824710614,13.6,6.0,136.0,0.1419354838709677,0.96270328202265,0.29227385009016543,0.35841160732362126,0.3320312283861675,Female
848,848,0.9993624765291191,13.8,5.8,138.0,0.1548387096774194,0.03166436866879663,0.7977376019778968,0.8748123435270581,0.3036801727701213,,3334,0.8498989987001964,13.9,6.0,139.0,0.16129032258064516,0.12759241880121414,0.2232221364434666,0.9187442333086767,0.3704471164365466,Female
849,849,0.8426943428729621,12.0,5.5,120.0,0.03870967741935481,0.14707671885417278,0.024551927107895444,0.2660893838003088,0.44421279766569965,,3335,0.8899658029506818,11.8,6.5,118.0,0.02580645161290325,0.13018912878231031,0.15680071508857257,0.46807570382107855,0.2799045064459649,Female
850,850,0.9535989764493047,12.0,5.2,120.0,0.03870967741935481,0.40572061861687075,0.9038888196689119,0.4513113358922857,0.043954401722566705,,3336,0.9914817820268794,12.3,5.5,123.0,0.05806451612903228,0.2575063545730889,0.2167497436045135,0.4088392072479976,0.9702213622277949,Female
851,851,0.461106970567424,15.3,6.8,153.0,0.2516129032258065,0.7073376369359953,0.7571105818426707,0.6096336165920502,0.9863477729363415,,3337,0.6733956069579584,15.2,6.1,152.0,0.24516129032258058,0.8333532652821873,0.7085776379803199,0.6862374131395632,0.7227578631558186,Male
852,852,0.9767256145650616,14.3,5.9,143.0,0.18709677419354842,0.014694736739748138,0.17880028935444442,0.07936507071421939,0.28125414546961114,,3338,0.7922576511398018,14.6,5.4,146.0,0.20645161290322575,0.5575387638255541,0.2886473148066218,0.9845086275451865,0.882022984904362,Male
853,853,0.8999342505425343,12.3,5.8,123.0,0.05806451612903228,0.3482021008892341,0.49077144849711707,0.4277993609958849,0.27416871736270504,,3339,0.7711441732525215,13.6,6.7,136.0,0.1419354838709677,0.9773179273566686,0.7326350948120961,0.5869818882404728,0.8084742086513892,Male
854,854,0.5232842512087355,15.0,5.6,150.0,0.23225806451612901,0.5116270935951523,0.54721738768194,0.9355799034743895,0.9352739416103213,,3340,0.7654683180518426,12.1,5.6,121.0,0.0451612903225806,0.8041597536692073,0.14718292498676921,0.6108572078523092,0.5977103431622874,Male
855,855,0.6786567129494014,13.5,6.5,135.0,0.13548387096774192,0.5788865567091938,0.5927094088663069,0.6386032668347046,0.5461812494189364,,3341,0.5423164943580652,12.3,6.3,123.0,0.05806451612903228,0.4272874730115136,0.4289534184482195,0.957209854963565,0.48159395326626586,Female
856,856,0.6118863746379766,13.2,6.2,132.0,0.11612903225806445,0.5653551313011596,0.7154000609940765,0.7375206247685228,0.43826465367644785,,3342,0.33298298941291626,11.8,5.8,118.0,0.02580645161290325,0.08635829880037149,0.3514398443950264,0.418200920566208,0.2169037620479276,Female
857,857,0.960183379486125,11.5,6.4,115.0,0.006451612903225784,0.0034223720849934636,0.206690850715466,0.017786343845397734,0.2248696185594511,,3343,0.9597942289394864,14.3,6.4,143.0,0.18709677419354842,0.3140319297058752,0.24797526482022142,0.06987062073929146,0.44333489479759103,Female
858,858,0.6121964209711457,14.6,5.3,146.0,0.20645161290322575,0.6735027496953467,0.5299793032822449,0.661100138300561,0.7895051564304552,,3344,0.8196428925357109,12.0,6.1,120.0,0.03870967741935481,0.7462401623300743,0.594920143493345,0.6012314645662289,0.6186088546502528,Male
859,859,0.8217473099950832,14.3,6.5,143.0,0.18709677419354842,0.46874332661348694,0.5226406988693173,0.4173571928589683,0.06948420960371038,,3345,0.49359970193026137,14.4,5.8,144.0,0.1935483870967742,0.8644104084537699,0.6942909941105928,0.8450793103695637,0.6837031936085103,Male
860,860,0.7249068998338652,11.4,5.5,114.0,0.0,0.4640245092649985,0.08056822383018397,0.3511518202629516,0.11672392053648328,,3346,0.5440251628734996,13.1,6.5,131.0,0.10967741935483867,0.08825512196782159,0.4205041951545943,0.57925288248007,0.3592429034869281,Female
